MOD:   CHAIN   MOVE      ACC      LPPD           LPPD0             LHNORM         LHNORM0  N  HPARAM
MOD: 33   2720000    4                 0            628.44860840            612.03033447           3603.09423828           3603.09423828     1        2.73090
MOD: 33   2730000    1                 0            866.92285156            594.33636475           3502.49414062           3610.64892578     1        2.73662
MOD: 33   2740000    3                 0           6614.83105469            608.26007080           3604.36157227           3604.36157227     1        2.73186
MOD: 33   2750000    3                 0          24392.44140625            566.28955078           3624.66796875           3624.66796875     1        2.74725
MOD: 33   2760000    2                 1            608.83026123            608.83026123           3602.19409180           3602.19409180     1        2.73022
MOD: 33   2770000    4                 0            568.30163574            563.81085205           3625.02587891           3625.02587891     1        2.74752
MOD: 33   2780000    1                 0            776.60992432            574.33172607           3532.69653320           3619.14233398     1        2.74306
MOD: 33   2790000    2                 1            587.89892578            587.89892578           3614.04003906           3614.04003906     1        2.73919
MOD: 33   2800000    1                 0            760.13433838            584.35217285           3539.19628906           3614.54296875     1        2.73957
MOD: 33   2810000    3                 0            927.32690430            595.44622803           3609.92382812           3609.92382812     1        2.73607
MOD: 33   2820000    3                 1            621.82867432            621.82867432           3597.43872070           3597.43872070     1        2.72661
MOD: 33   2830000    3                 1            562.77050781            562.77050781           3624.79394531           3624.79394531     1        2.74734
MOD: 33   2840000    3                 1            543.37530518            543.37530518           3635.00390625           3635.00390625     1        2.75508
MOD: 33   2850000    4                 0            651.01055908            647.82592773           3584.39135742           3584.39135742     1        2.71672
MOD: 33   2860000    3                 0          38869.00390625            572.80688477           3620.99609375           3620.99609375     1        2.74447
MOD: 33   2870000    4                -1            586.69665527            586.69665527           3605.69165039           3605.69165039     2        2.73287
MOD: 33   2880000    3                 1            522.27508545            522.27508545           3646.33715820           3646.33715820     1        2.76367
MOD: 33   2890000    3                 1            559.49804688            559.49804688           3626.32519531           3626.32519531     1        2.74850
MOD: 33   2900000    1                -1            471.77325439            471.77325439           3675.23193359           3675.23193359     1        2.78557
MOD: 33   2910000    2                 1            530.95245361            530.95245361           3644.05761719           3644.05761719     1        2.76194
MOD: 33   2920000    2                 1            599.40716553            599.40716553           3608.65820312           3608.65820312     1        2.73511
MOD: 33   2930000    4                 1            556.10327148            556.10327148           3628.09423828           3628.09423828     1        2.74985
MOD: 33   2940000    3                 0          11074.74707031            630.00335693           3594.11938477           3594.11938477     1        2.72409
MOD: 33   2950000    4                 0            593.25787354            583.72637939           3614.88452148           3614.88452148     1        2.73983
MOD: 33   2960000    4                 1            566.79351807            566.79351807           3624.66503906           3624.66503906     1        2.74725
MOD: 33   2970000    3                 0          12831.59667969            525.36175537           3645.92211914           3645.92211914     1        2.76336
MOD: 33   2980000    3                 0           2287.76464844            602.92413330           3607.08984375           3607.08984375     1        2.73393
MOD: 33   2990000    5                 0         297171.78125000            571.82012939           3620.43310547           3620.43310547     1        2.74404
MOD: 33   3000000    1                 0            468.80892944            601.33990479           3677.18872070           3605.86035156     1        2.73299
MOD: 33   3010000    3                 1            510.72540283            510.72540283           3652.52636719           3652.52636719     1        2.76836
MOD: 33   3020000    1                 0            624.64111328            583.36218262           3595.76513672           3615.35278320     1        2.74019
MOD: 33   3030000    3                 0          29229.90234375            544.54028320           3636.37280273           3636.37280273     1        2.75612
MOD: 33   3040000    1                 1            564.87066650            564.87066650           3627.56958008           3627.56958008     1        2.74945
MOD: 33   3050000    3                 0          10880.63964844            571.46362305           3620.50341797           3620.50341797     1        2.74409
MOD: 33   3060000    1                 0            680.96899414            560.02667236           3570.44213867           3626.46215820     1        2.74861
MOD: 33   3070000    4                -1            545.69476318            545.69476318           3633.83056641           3633.83056641     1        2.75419
MOD: 33   3080000    1                 0            924.65087891            588.34582520           3482.24243164           3611.76928711     1        2.73747
MOD: 33   3090000    1                 0            791.91577148            616.19122314           3528.76586914           3600.64819336     1        2.72904
MOD: 33   3100000    4                 0            571.68066406            560.58233643           3625.92285156           3625.92285156     1        2.74820
MOD: 33   3110000    2                 1            626.92626953            626.92626953           3594.85156250           3594.85156250     1        2.72465
MOD: 33   3120000    2                 1            573.23712158            573.23712158           3622.31811523           3622.31811523     1        2.74547
MOD: 33   3130000    1                 1            568.85675049            568.85675049           3622.54003906           3622.54003906     1        2.74564
MOD: 33   3140000    3                 0            594.45056152            564.08843994           3625.04321289           3625.04321289     1        2.74753
MOD: 33   3150000    4                 1            583.85809326            583.85809326           3614.67065430           3614.67065430     1        2.73967
MOD: 33   3160000    2                 1            553.41729736            553.41729736           3630.92504883           3630.92504883     1        2.75199
MOD: 33   3170000    1                 0            619.67779541            566.98107910           3597.44067383           3622.90258789     1        2.74591
MOD: 33   3180000    1                 0            694.18127441            633.98620605           3565.34277344           3591.32983398     1        2.72198
MOD: 33   3190000    3                 1            629.60675049            629.60675049           3592.73583984           3592.73583984     1        2.72305
MOD: 33   3200000    5                 0         333084.81250000            492.62728882           3663.88769531           3663.88769531     1        2.77697
MOD: 33   3210000    1                 0            475.74996948            593.86059570           3673.67822266           3610.14648438     1        2.73624
MOD: 33   3220000    2                 1            580.43395996            580.43395996           3616.51416016           3616.51416016     1        2.74107
MOD: 33   3230000    4                 0            564.92572021            560.80517578           3626.48144531           3626.48144531     1        2.74862
MOD: 33   3240000    3                 0          24028.26953125            610.38769531           3601.70996094           3601.70996094     1        2.72985
MOD: 33   3250000    5                 1            568.28698730            568.28698730           3622.06225586           3622.06225586     1        2.74527
MOD: 33   3260000    3                 0          32778.43359375            598.88800049           3607.37670898           3607.37670898     1        2.73414
MOD: 33   3270000    1                 0            506.00598145            533.30963135           3645.89355469           3630.83715820     2        2.75192
MOD: 33   3280000    5                 1            539.04132080            539.04132080           3637.54541016           3637.54541016     1        2.75701
MOD: 33   3290000    1                 0            714.47454834            603.15582275           3556.79565430           3605.32055664     1        2.73258
MOD: 33   3300000    2                 1            597.15856934            597.15856934           3607.57519531           3607.57519531     1        2.73429
MOD: 33   3310000    4                -1            581.97387695            581.97387695           3616.64599609           3616.64599609     1        2.74117
MOD: 33   3320000    5                 1            542.81359863            542.81359863           3635.51879883           3635.51879883     1        2.75547
MOD: 33   3330000    2                 1            603.26440430            603.26440430           3606.22558594           3606.22558594     1        2.73327
MOD: 33   3340000    4                 1            611.81011963            611.81011963           3600.58569336           3600.58569336     1        2.72900
MOD: 33   3350000    1                 0            678.34381104            609.51159668           3572.61694336           3603.27124023     1        2.73103
MOD: 33   3360000    1                 0            403.31536865            536.63024902           3720.52539062           3638.70385742     1        2.75789
MOD: 33   3370000    1                 0            670.57983398            576.05273438           3576.31396484           3619.84619141     1        2.74359
MOD: 33   3380000    2                 1            584.92810059            584.92810059           3614.15966797           3614.15966797     1        2.73928
MOD: 33   3390000    3                 0           5705.26806641            599.36535645           3607.09643555           3607.09643555     1        2.73393
MOD: 33   3400000    1                 0            434.11105347            548.49523926           3699.08862305           3632.08203125     1        2.75287
MOD: 33   3410000    3                 1            567.08093262            567.08093262           3622.82421875           3622.82421875     1        2.74585
MOD: 33   3420000    1                 0            785.88977051            605.48681641           3530.54492188           3605.25903320     1        2.73254
MOD: 33   3430000    4                 0            557.85980225            556.99145508           3629.06811523           3629.06811523     1        2.75058
MOD: 33   3440000    1                -1            524.19543457            524.19543457           3644.98242188           3644.98242188     1        2.76265
MOD: 33   3450000    4                 0            617.25866699            610.49743652           3602.27563477           3602.27563477     1        2.73028
MOD: 33   3460000    5                 0           3554.23266602            555.98461914           3629.20092773           3629.20092773     1        2.75068
MOD: 33   3470000    1                 0            456.89517212            568.84271240           3684.58642578           3621.79980469     1        2.74507
MOD: 33   3480000    1                 0           1050.37048340            703.35925293           3447.39453125           3562.29003906     1        2.69997
MOD: 33   3490000    1                 1            544.47564697            544.47564697           3636.25854492           3636.25854492     1        2.75603
MOD: 33   3500000    3                 0          12143.09082031            558.27258301           3626.77441406           3626.77441406     1        2.74885
MOD: 33   3510000    4                -1            579.67797852            579.67797852           3618.19189453           3618.19189453     1        2.74234
MOD: 33   3520000    3                 1            559.42852783            559.42852783           3627.29663086           3627.29663086     1        2.74924
MOD: 33   3530000    4                 0            556.33105469            555.42358398           3628.89306641           3628.89306641     1        2.75045
MOD: 33   3540000    5                 1            601.77575684            601.77575684           3607.38671875           3607.38671875     1        2.73415
MOD: 33   3550000    2                 1            552.70977783            552.70977783           3631.63305664           3631.63305664     1        2.75253
MOD: 33   3560000    5                 0         345020.68750000            552.57049561           3632.60742188           3632.60742188     1        2.75327
MOD: 33   3570000    5                 1            532.47650146            532.47650146           3641.57055664           3641.57055664     1        2.76006
MOD: 33   3580000    4                 0            593.80895996            584.01190186           3614.19165039           3614.19165039     1        2.73931
MOD: 33   3590000    4                 0            620.29626465            616.00988770           3599.48413086           3599.48413086     1        2.72816
MOD: 33   3600000    4                 1            534.59460449            534.59460449           3640.27148438           3640.27148438     1        2.75907
MOD: 33   3610000    3                 1            630.05340576            630.05340576           3594.00415039           3594.00415039     1        2.72401
MOD: 33   3620000    5                 0         675006.50000000            591.70617676           3611.54638672           3611.54638672     1        2.73730
MOD: 33   3630000    4                -1            618.09027100            618.09027100           3598.84985352           3598.84985352     1        2.72768
MOD: 33   3640000    2                 1            544.49481201            544.49481201           3634.17968750           3634.17968750     1        2.75446
MOD: 33   3650000    4                 1            547.93017578            547.93017578           3632.81860352           3632.81860352     1        2.75343
MOD: 33   3660000    2                 1            526.06970215            526.06970215           3644.15502930           3644.15502930     1        2.76202
MOD: 33   3670000    5                 0         349973.09375000            540.24792480           3638.98974609           3638.98974609     1        2.75810
MOD: 33   3680000    5                 1            555.93304443            555.93304443           3628.58764648           3628.58764648     1        2.75022
MOD: 33   3690000    5                 1            578.94531250            578.94531250           3617.84863281           3617.84863281     1        2.74208
MOD: 33   3700000    3                 0          43191.99609375            564.11163330           3625.22436523           3625.22436523     1        2.74767
MOD: 33   3710000    3                 1            490.30633545            490.30633545           3659.74365234           3659.74365234     2        2.77383
MOD: 33   3720000    5                 0           3112.25610352            533.36529541           3641.26879883           3641.26879883     1        2.75983
MOD: 33   3730000    4                -1            562.52087402            562.52087402           3626.26538086           3626.26538086     1        2.74846
MOD: 33   3740000    1                 0            607.51239014            554.04162598           3602.60058594           3628.99633789     1        2.75053
MOD: 33   3750000    1                 0            749.88146973            586.57348633           3542.32275391           3612.69213867     1        2.73817
MOD: 33   3760000    4                 0            573.52221680            564.24536133           3626.96752930           3626.96752930     1        2.74899
MOD: 33   3770000    3                 0          25858.97265625            550.58959961           3631.82202148           3631.82202148     1        2.75267
MOD: 33   3780000    5                 1            579.10974121            579.10974121           3616.46777344           3616.46777344     1        2.74103
MOD: 33   3790000    1                 0            823.17773438            589.55358887           3516.97021484           3612.60522461     1        2.73811
MOD: 33   3800000    5                 0        1783945.87500000            569.67382812           3622.19702148           3622.19702148     1        2.74538
MOD: 33   3810000    2                 1            531.51922607            531.51922607           3640.92700195           3640.92700195     1        2.75957
MOD: 33   3820000    4                -1            580.78454590            580.78454590           3615.96606445           3615.96606445     1        2.74065
MOD: 33   3830000    4                 1            549.36602783            549.36602783           3635.36840820           3635.36840820     1        2.75536
MOD: 33   3840000    4                 1            567.14971924            567.14971924           3622.53344727           3622.53344727     1        2.74563
MOD: 33   3850000    3                 1            608.18157959            608.18157959           3603.96508789           3603.96508789     1        2.73156
MOD: 33   3860000    3                 0            663.49456787            541.06933594           3637.00903320           3637.00903320     1        2.75660
MOD: 33   3870000    3                 0           1493.73986816            509.77111816           3653.92651367           3653.92651367     1        2.76942
MOD: 33   3880000    5                 0         895142.56250000            555.18438721           3629.84179688           3629.84179688     1        2.75117
MOD: 33   3890000    4                 0            565.12432861            561.86096191           3626.01782227           3626.01782227     1        2.74827
MOD: 33   3900000    2                 1            606.10693359            606.10693359           3607.33642578           3607.33642578     1        2.73411
MOD: 33   3910000    5                 1            570.07031250            570.07031250           3622.45068359           3622.45068359     1        2.74557
MOD: 33   3920000    5                 1            595.55969238            595.55969238           3609.44091797           3609.44091797     1        2.73571
MOD: 33   3930000    2                 1            574.16534424            574.16534424           3619.40942383           3619.40942383     1        2.74326
MOD: 33   3940000    1                 0            451.76373291            555.02905273           3688.47290039           3629.49389648     1        2.75091
MOD: 33   3950000    4                -1            563.76177979            563.76177979           3629.06909180           3629.06909180     1        2.75058
MOD: 33   3960000    1                 0            669.43444824            593.94799805           3574.81274414           3609.08984375     1        2.73544
MOD: 33   3970000    1                 1            553.07653809            553.07653809           3630.38037109           3630.38037109     1        2.75158
MOD: 33   3980000    4                 0            558.48980713            553.56207275           3629.22119141           3629.22119141     1        2.75070
MOD: 33   3990000    1                 1            561.00073242            561.00073242           3627.11059570           3627.11059570     1        2.74910
MOD: 33   4000000    5                 0         192678.84375000            569.77941895           3615.83056641           3615.83056641     2        2.74055
MOD: 33   4010000    2                 1            586.82855225            586.82855225           3613.83496094           3613.83496094     1        2.73904
MOD: 33   4020000    1                 0            910.40490723            607.82305908           3487.60009766           3603.34765625     1        2.73109
MOD: 33   4030000    4                 0            581.28656006            578.79040527           3618.06738281           3618.06738281     1        2.74225
MOD: 33   4040000    5                 1            600.01940918            600.01940918           3611.73339844           3611.73339844     1        2.73745
MOD: 33   4050000    1                 0            482.53970337            572.78985596           3672.45751953           3623.33544922     1        2.74624
MOD: 33   4060000    3                 0          12541.21582031            509.29238892           3654.02734375           3654.02734375     1        2.76950
MOD: 33   4070000    1                 0            374.42666626            541.86230469           3742.61279297           3636.71777344     1        2.75638
MOD: 33   4080000    4                -1            564.39251709            564.39251709           3624.20190430           3624.20190430     1        2.74690
MOD: 33   4090000    1                 0            353.13021851            523.74572754           3759.06396484           3646.13476562     1        2.76352
MOD: 33   4100000    5                 1            475.82019043            475.82019043           3673.58154297           3673.58154297     1        2.78432
MOD: 33   4110000    2                 1            623.67248535            623.67248535           3595.93652344           3595.93652344     1        2.72547
MOD: 33   4120000    2                 1            633.60705566            633.60705566           3591.22534180           3591.22534180     1        2.72190
MOD: 33   4130000    4                 1            605.62310791            605.62310791           3604.16943359           3604.16943359     1        2.73171
MOD: 33   4140000    3                 0          20679.59179688            602.08953857           3606.38085938           3606.38085938     1        2.73339
MOD: 33   4150000    3                 0           3360.42114258            616.39788818           3600.93408203           3600.93408203     1        2.72926
MOD: 33   4160000    1                 0            491.78503418            629.87078857           3663.55834961           3592.65747070     1        2.72299
MOD: 33   4170000    5                 1            553.17950439            553.17950439           3629.74169922           3629.74169922     1        2.75109
MOD: 33   4180000    3                 1            556.00897217            556.00897217           3628.85644531           3628.85644531     1        2.75042
MOD: 33   4190000    1                -1            540.83306885            540.83306885           3636.57324219           3636.57324219     1        2.75627
MOD: 33   4200000    2                 1            614.02020264            614.02020264           3601.96606445           3601.96606445     1        2.73004
MOD: 33   4210000    1                 0            411.22018433            568.59149170           3714.87182617           3622.03637695     1        2.74525
MOD: 33   4220000    3                 1            642.17791748            642.17791748           3587.16552734           3587.16552734     1        2.71882
MOD: 33   4230000    2                 1            581.88024902            581.88024902           3616.95996094           3616.95996094     1        2.74141
MOD: 33   4240000    2                 1            550.72198486            550.72198486           3632.02709961           3632.02709961     1        2.75283
MOD: 33   4250000    3                 0           2039.05908203            590.39221191           3612.37744141           3612.37744141     1        2.73793
MOD: 33   4260000    2                 1            586.60156250            586.60156250           3615.23364258           3615.23364258     1        2.74010
MOD: 33   4270000    4                 1            498.41622925            498.41622925           3660.09667969           3660.09667969     1        2.77410
MOD: 33   4280000    3                 0          15299.80566406            522.20373535           3646.81518555           3646.81518555     1        2.76403
MOD: 33   4290000    5                 0          49929.37890625            547.17138672           3634.25024414           3634.25024414     1        2.75451
MOD: 33   4300000    5                 0        2287501.75000000            567.08038330           3624.31445312           3624.31445312     1        2.74698
MOD: 33   4310000    3                 0          25980.84570312            589.37817383           3611.48266602           3611.48266602     1        2.73726
MOD: 33   4320000    5                 1            591.23291016            591.23291016           3610.52001953           3610.52001953     1        2.73653
MOD: 33   4330000    2                 1            579.79644775            579.79644775           3616.18896484           3616.18896484     1        2.74082
MOD: 33   4340000    3                 1            591.88201904            591.88201904           3610.87988281           3610.87988281     1        2.73680
MOD: 33   4350000    1                 0            473.86309814            613.46972656           3674.50415039           3600.52661133     1        2.72895
MOD: 33   4360000    5                 1            555.57269287            555.57269287           3629.31787109           3629.31787109     1        2.75077
MOD: 33   4370000    3                 0          39350.85937500            615.44067383           3598.91186523           3598.91186523     1        2.72773
MOD: 33   4380000    1                 0            756.32989502            538.04309082           3534.36987305           3631.93432617     2        2.75276
MOD: 33   4390000    5                 0          28170.40234375            620.92028809           3597.69287109           3597.69287109     1        2.72680
MOD: 33   4400000    3                 0            640.07232666            552.15057373           3629.98828125           3629.98828125     1        2.75128
MOD: 33   4410000    2                 1            647.16345215            647.16345215           3585.25732422           3585.25732422     1        2.71738
MOD: 33   4420000    1                 0            491.30899048            558.03289795           3664.47509766           3627.99096680     1        2.74977
MOD: 33   4430000    1                 0            781.36102295            602.39337158           3531.16064453           3605.68676758     1        2.73286
MOD: 33   4440000    3                 0          13134.10156250            609.01281738           3602.85839844           3602.85839844     1        2.73072
MOD: 33   4450000    1                 0            628.45257568            556.81445312           3592.86010742           3627.53466797     1        2.74942
MOD: 33   4460000    2                 1            584.57354736            584.57354736           3614.30786133           3614.30786133     1        2.73940
MOD: 33   4470000    2                 1            552.20556641            552.20556641           3630.68847656           3630.68847656     1        2.75181
MOD: 33   4480000    4                 1            632.85766602            632.85766602           3591.88354492           3591.88354492     1        2.72240
MOD: 33   4490000    4                 0            585.97601318            577.75213623           3618.49438477           3618.49438477     1        2.74257
MOD: 33   4500000    2                 1            609.49670410            609.49670410           3603.48022461           3603.48022461     1        2.73119
MOD: 33   4510000    4                 0            585.91113281            583.76098633           3615.45751953           3615.45751953     1        2.74027
MOD: 33   4520000    4                -1            533.70336914            533.70336914           3642.34887695           3642.34887695     1        2.76065
MOD: 33   4530000    5                 1            563.71624756            563.71624756           3627.92846680           3627.92846680     1        2.74972
MOD: 33   4540000    5                 1            610.03143311            610.03143311           3602.66284180           3602.66284180     1        2.73057
MOD: 33   4550000    5                 1            574.34967041            574.34967041           3618.98315430           3618.98315430     1        2.74294
MOD: 33   4560000    4                 1            598.88958740            598.88958740           3607.45898438           3607.45898438     1        2.73421
MOD: 33   4570000    5                 0          74306.78125000            569.60644531           3622.68823242           3622.68823242     1        2.74575
MOD: 33   4580000    4                -1            552.93878174            552.93878174           3630.34716797           3630.34716797     1        2.75155
MOD: 33   4590000    3                 0           5219.19726562            587.53656006           3613.50390625           3613.50390625     1        2.73879
MOD: 33   4600000    4                 1            537.25500488            537.25500488           3638.41064453           3638.41064453     1        2.75766
MOD: 33   4610000    3                 1            620.18939209            620.18939209           3597.70507812           3597.70507812     1        2.72681
MOD: 33   4620000    5                 1            583.09838867            583.09838867           3615.72509766           3615.72509766     1        2.74047
MOD: 33   4630000    2                 0            519.47058105            502.34274292           3649.89355469           3649.89355469     2        2.76637
MOD: 33   4640000    3                 0          23205.80273438            557.36730957           3628.01855469           3628.01855469     1        2.74979
MOD: 33   4650000    4                 0            566.43670654            551.01879883           3631.91870117           3631.91870117     1        2.75274
MOD: 33   4660000    2                 1            588.33837891            588.33837891           3612.45800781           3612.45800781     1        2.73799
MOD: 33   4670000    4                -1            555.01116943            555.01116943           3631.46362305           3631.46362305     1        2.75240
MOD: 33   4680000    2                 1            599.58166504            599.58166504           3607.15307617           3607.15307617     1        2.73397
MOD: 33   4690000    2                 1            576.80749512            576.80749512           3618.39501953           3618.39501953     1        2.74249
MOD: 33   4700000    4                -1            598.90563965            598.90563965           3609.00585938           3609.00585938     1        2.73538
MOD: 33   4710000    3                 1            553.94403076            553.94403076           3630.98095703           3630.98095703     1        2.75203
MOD: 33   4720000    4                -1            595.75573730            595.75573730           3609.77075195           3609.77075195     1        2.73596
MOD: 33   4730000    4                 1            575.93951416            575.93951416           3619.75146484           3619.75146484     1        2.74352
MOD: 33   4740000    2                 1            553.08697510            553.08697510           3631.99511719           3631.99511719     1        2.75280
MOD: 33   4750000    3                 0          19100.72265625            594.50378418           3610.19116211           3610.19116211     1        2.73628
MOD: 33   4760000    5                 0        1047663.75000000            601.94409180           3605.22949219           3605.22949219     1        2.73252
MOD: 33   4770000    4                 0            541.05822754            536.30249023           3638.90087891           3638.90087891     1        2.75804
MOD: 33   4780000    1                 0            374.66525269            567.48986816           3744.18432617           3625.23266602     1        2.74768
MOD: 33   4790000    1                 0            873.35418701            564.99530029           3499.29101562           3624.06860352     1        2.74679
MOD: 33   4800000    2                 1            591.90026855            591.90026855           3610.78735352           3610.78735352     1        2.73673
MOD: 33   4810000    4                 0            521.68151855            511.15097046           3653.22460938           3653.22460938     1        2.76889
MOD: 33   4820000    3                 0           1609.43774414            543.26812744           3634.96118164           3634.96118164     1        2.75505
MOD: 33   4830000    5                 0          26123.55664062            580.73730469           3615.56054688           3615.56054688     1        2.74035
MOD: 33   4840000    1                 0            641.52178955            535.21057129           3588.27636719           3640.18554688     1        2.75901
MOD: 33   4850000    5                 1            560.81134033            560.81134033           3628.10229492           3628.10229492     1        2.74985
MOD: 33   4860000    1                 0            402.55245972            569.64562988           3721.42529297           3621.95532227     1        2.74519
MOD: 33   4870000    4                 1            576.34033203            576.34033203           3620.88842773           3620.88842773     1        2.74438
MOD: 33   4880000    2                 1            618.61077881            618.61077881           3598.12084961           3598.12084961     1        2.72713
MOD: 33   4890000    4                -1            616.16558838            616.16558838           3599.43774414           3599.43774414     1        2.72813
MOD: 33   4900000    2                 1            601.69433594            601.69433594           3607.74243164           3607.74243164     1        2.73442
MOD: 33   4910000    5                 1            670.81286621            670.81286621           3576.36791992           3576.36791992     1        2.71064
MOD: 33   4920000    5                 0         741839.06250000            588.00958252           3612.28906250           3612.28906250     1        2.73787
MOD: 33   4930000    5                 1            536.77386475            536.77386475           3640.44970703           3640.44970703     1        2.75921
MOD: 33   4940000    2                 1            576.53332520            576.53332520           3617.72167969           3617.72167969     1        2.74198
MOD: 33   4950000    5                 0        1372759.87500000            548.78063965           3632.50756836           3632.50756836     1        2.75319
MOD: 33   4960000    5                 0            587.51336670            563.73278809           3625.63964844           3625.63964844     1        2.74799
MOD: 33   4970000    3                 0          32136.10546875            627.31140137           3593.46850586           3593.46850586     1        2.72360
MOD: 33   4980000    1                 0            458.80285645            559.70764160           3684.36303711           3627.40869141     1        2.74933
MOD: 33   4990000    3                 0          14970.71972656            532.36724854           3644.37988281           3644.37988281     1        2.76219
MOD: 33   5000000    5                 0          11395.23925781            577.81506348           3618.65869141           3618.65869141     1        2.74269
MOD: 34     10000    4                -1            626.55047607            626.55047607           3581.48535156           3581.48535156     5        2.71452
MOD: 34     20000    6                 0            667.72473145            576.62353516           3598.90527344           3598.90527344     5        2.72772
MOD: 34     30000    4                -1            590.38964844            590.38964844           3600.50488281           3600.50488281     4        2.72893
MOD: 34     40000    1                 0            822.27203369            598.79949951           3516.21264648           3607.07446289     1        2.73391
MOD: 34     50000    3                 1            571.86920166            571.86920166           3621.10668945           3621.10668945     1        2.74455
MOD: 34     60000    3                 0          38387.22656250            559.98638916           3626.70361328           3626.70361328     1        2.74879
MOD: 34     70000    5                 1            569.03491211            569.03491211           3622.17700195           3622.17700195     1        2.74536
MOD: 34     80000    1                -1            594.81066895            594.81066895           3609.07177734           3609.07177734     1        2.73543
MOD: 34     90000    5                 0          80200.21875000            552.85449219           3630.86474609           3630.86474609     1        2.75195
MOD: 34    100000    4                 0            590.61865234            588.69592285           3612.89672852           3612.89672852     1        2.73833
MOD: 34    110000    2                 1            558.84777832            558.84777832           3628.03002930           3628.03002930     1        2.74980
MOD: 34    120000    4                 0            500.15567017            499.20474243           3659.81494141           3659.81494141     1        2.77389
MOD: 34    130000    1                 0            824.07537842            560.41650391           3516.17846680           3626.64770508     1        2.74875
MOD: 34    140000    1                -1            590.73028564            590.73028564           3611.47460938           3611.47460938     1        2.73725
MOD: 34    150000    1                 1            551.78021240            551.78021240           3630.96826172           3630.96826172     1        2.75202
MOD: 34    160000    4                 0            571.16644287            565.55114746           3624.47143555           3624.47143555     1        2.74710
MOD: 34    170000    4                -1            628.69915771            628.69915771           3594.23364258           3594.23364258     1        2.72418
MOD: 34    180000    2                 1            559.94604492            559.94604492           3627.42407227           3627.42407227     1        2.74934
MOD: 34    190000    2                 1            594.24670410            594.24670410           3609.52270508           3609.52270508     1        2.73577
MOD: 34    200000    4                 0            575.15771484            564.12335205           3626.87426758           3626.87426758     1        2.74892
MOD: 34    210000    1                 1            604.14581299            604.14581299           3604.30126953           3604.30126953     1        2.73181
MOD: 34    220000    2                 1            545.07800293            545.07800293           3634.89282227           3634.89282227     1        2.75500
MOD: 34    230000    1                -1            575.85516357            575.85516357           3619.04272461           3619.04272461     1        2.74299
MOD: 34    240000    2                 1            548.06066895            548.06066895           3636.78320312           3636.78320312     1        2.75643
MOD: 34    250000    5                 1            493.02990723            493.02990723           3662.65966797           3662.65966797     1        2.77604
MOD: 34    260000    5                 0         446329.50000000            559.55010986           3626.54736328           3626.54736328     1        2.74867
MOD: 34    270000    5                 0        1077628.25000000            604.51446533           3604.24780273           3604.24780273     1        2.73177
MOD: 34    280000    2                 1            543.45599365            543.45599365           3634.58300781           3634.58300781     1        2.75476
MOD: 34    290000    3                 0          13814.12011719            597.83087158           3608.39355469           3608.39355469     1        2.73491
MOD: 34    300000    4                 1            580.78356934            580.78356934           3616.09521484           3616.09521484     1        2.74075
MOD: 34    310000    2                 1            555.01904297            555.01904297           3629.24707031           3629.24707031     1        2.75072
MOD: 34    320000    3                 1            607.68981934            607.68981934           3603.42480469           3603.42480469     1        2.73115
MOD: 34    330000    4                 1            570.83642578            570.83642578           3621.02978516           3621.02978516     1        2.74449
MOD: 34    340000    2                 1            585.76849365            585.76849365           3614.39916992           3614.39916992     1        2.73947
MOD: 34    350000    2                 1            596.09069824            596.09069824           3608.04418945           3608.04418945     1        2.73465
MOD: 34    360000    5                 0           3852.41333008            579.95098877           3617.65209961           3617.65209961     1        2.74193
MOD: 34    370000    3                 0           7306.11767578            559.59106445           3627.02099609           3627.02099609     1        2.74903
MOD: 34    380000    4                -1            568.43627930            568.43627930           3614.94726562           3614.94726562     2        2.73988
MOD: 34    390000    2                 1            523.00408936            523.00408936           3646.17553711           3646.17553711     1        2.76355
MOD: 34    400000    4                 1            618.22149658            618.22149658           3598.21704102           3598.21704102     1        2.72720
MOD: 34    410000    5                 0          71991.57031250            558.93792725           3628.39135742           3628.39135742     1        2.75007
MOD: 34    420000    5                 1            575.74145508            575.74145508           3618.01611328           3618.01611328     1        2.74221
MOD: 34    430000    1                 0            339.31027222            519.04803467           3771.56494141           3649.77880859     1        2.76628
MOD: 34    440000    5                 0         356428.84375000            563.40319824           3625.51440430           3625.51440430     1        2.74789
MOD: 34    450000    5                 1            553.37036133            553.37036133           3631.43212891           3631.43212891     1        2.75238
MOD: 34    460000    3                 0           6632.80957031            548.16345215           3632.57470703           3632.57470703     1        2.75324
MOD: 34    470000    1                 0            434.13363647            603.47906494           3699.13208008           3604.77124023     1        2.73217
MOD: 34    480000    3                 0          15141.17871094            611.09057617           3604.10351562           3604.10351562     1        2.73166
MOD: 34    490000    2                 1            533.41088867            533.41088867           3641.37817383           3641.37817383     1        2.75991
MOD: 34    500000    5                 1            599.62084961            599.62084961           3608.78735352           3608.78735352     1        2.73521
MOD: 34    510000    5                 1            611.68719482            611.68719482           3601.12109375           3601.12109375     1        2.72940
MOD: 34    520000    4                 0            570.55889893            566.32275391           3623.56884766           3623.56884766     1        2.74642
MOD: 34    530000    1                 0            518.96374512            603.55340576           3650.81347656           3607.55175781     1        2.73428
MOD: 34    540000    2                 1            571.06042480            571.06042480           3623.33764648           3623.33764648     1        2.74624
MOD: 34    550000    4                -1            486.24877930            486.24877930           3667.18603516           3667.18603516     1        2.77947
